projectname,classification,commenttext
SpringFramework,WITHOUT_CLASSIFICATION,//  stack: right/left   stack: right/left/left 
SpringFramework,WITHOUT_CLASSIFICATION,//  projection would be {falsetruefalse}   projection would be {falsetruefalse} 
SpringFramework,WITHOUT_CLASSIFICATION,//  Creating a new object instance in the getInterceptors() method   isn't a problem as we normally cache created chains. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Deliver toString without touching a target EntityManager. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Try to get charset value anyway 
SpringFramework,WITHOUT_CLASSIFICATION,//  Transacted session created by this container -> rollback. 
SpringFramework,WITHOUT_CLASSIFICATION,//  False positive since an exception will be thrown once the session is   finally flushed (i.e. in production code) 
SpringFramework,WITHOUT_CLASSIFICATION,//  no real advice but just reflective invocation of the target. 
SpringFramework,WITHOUT_CLASSIFICATION,//  This case should happen only once for the visitLabel call in the constructor. Indeed if   compute is equal to COMPUTE_MAX_STACK_AND_LOCAL_FROM_FRAMES currentBasicBlock stays   unchanged. 
SpringFramework,WITHOUT_CLASSIFICATION,//  OpOr 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13876 
SpringFramework,WITHOUT_CLASSIFICATION,//  Handle minus sign if present. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Cache factory for both Locale and ResourceBundle list. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check that default behaviour is overridden 
SpringFramework,WITHOUT_CLASSIFICATION,//  no op 
SpringFramework,WITHOUT_CLASSIFICATION,// logicalOrExpression : logicalAndExpression (OR^ logicalAndExpression)*; 
SpringFramework,WITHOUT_CLASSIFICATION,//  Unresolved type variable potentially nested -> never insist on exact match 
SpringFramework,WITHOUT_CLASSIFICATION,//  To be picked up by RedirectView 
SpringFramework,WITHOUT_CLASSIFICATION,//  Indicate that we can't obtain a transactional EntityManager. 
SpringFramework,WITHOUT_CLASSIFICATION,//  It's a prototype -> create a new instance. 
SpringFramework,WITHOUT_CLASSIFICATION,//  what happens on (IntegerString) passed to (Integer[]) ? 
SpringFramework,WITHOUT_CLASSIFICATION,//  increment/decrement operators - SPR-9751 
SpringFramework,WITHOUT_CLASSIFICATION,//  but a newly retrieved bean should have the default name 
SpringFramework,WITHOUT_CLASSIFICATION,//  AbstractBeanDefinition.prepareMethodOverrides(): 
SpringFramework,WITHOUT_CLASSIFICATION,//  ignore if just being asked for plain Validator 
SpringFramework,WITHOUT_CLASSIFICATION,//  The JVM opcode values (with the MethodVisitor method name used to visit them in comment and   where '-' means 'same method name as on the previous line').   See https://docs.oracle.com/javase/specs/jvms/se9/html/jvms-6.html. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Actually destroy the bean now... 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15041 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should NOT roll back on ServletException 
SpringFramework,WITHOUT_CLASSIFICATION,//  Allow for ViewResolver chaining... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Do not consider an interface or an annotation... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Look up by type and qualifier from @Transactional 
SpringFramework,WITHOUT_CLASSIFICATION,//  RxJava2 
SpringFramework,WITHOUT_CLASSIFICATION,//  This is the application-specific one 
SpringFramework,WITHOUT_CLASSIFICATION,//  method and class level -> method value even if empty overrides 
SpringFramework,WITHOUT_CLASSIFICATION,//  the biggest public class in the JDK (>60k) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Store the offset of 'signature_index' and the value of 'index' and 'start_pc'. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-10859 
SpringFramework,WITHOUT_CLASSIFICATION,//  by the Spring AOP infrastructure after the first evaluation. 
SpringFramework,WITHOUT_CLASSIFICATION,//  variable access returning array 
SpringFramework,WITHOUT_CLASSIFICATION,//  JSR-107 support should create an exception cache resolver with the cache manager   and there is no way to set that exception cache resolver from the namespace 
SpringFramework,WITHOUT_CLASSIFICATION,//  @@protoc_insertion_point(builder_scope:Msg) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Score related 
SpringFramework,WITHOUT_CLASSIFICATION,//  should handle Regular (exact) and VIP (closest match) 
SpringFramework,WITHOUT_CLASSIFICATION,//  failure scenario 
SpringFramework,WITHOUT_CLASSIFICATION,//  found character sequence ending comment or quote 
SpringFramework,WITHOUT_CLASSIFICATION,//  Create an array for the varargs arguments 
SpringFramework,WITHOUT_CLASSIFICATION,//  Bind the session holder to the thread. 
SpringFramework,WITHOUT_CLASSIFICATION,//  setAllSharedVariables methods. 
SpringFramework,WITHOUT_CLASSIFICATION,//  RxJava1 
SpringFramework,WITHOUT_CLASSIFICATION,//  Wrapped in Hibernate 5.2 with the constraint violation as cause 
SpringFramework,WITHOUT_CLASSIFICATION,//  should succeed 
SpringFramework,WITHOUT_CLASSIFICATION,//  gh-23179 
SpringFramework,WITHOUT_CLASSIFICATION,//  Annotation.equals is reflective and pretty slow so let's check identity and proxy type first. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Don't consume InputStream... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Otherwise just ignore it and continue... 
SpringFramework,WITHOUT_CLASSIFICATION,//  use of primitive as type for instanceof check - compilable 
SpringFramework,WITHOUT_CLASSIFICATION,//  Using the following method rather than direct reflection we   get correct handling of InvocationTargetException 
SpringFramework,WITHOUT_CLASSIFICATION,//  Unexpectedly some invokers are still active after the receive timeout period   -> interrupt remaining receive attempts since we'd reject the messages anyway 
SpringFramework,WITHOUT_CLASSIFICATION,//  e.g. JORAM 
SpringFramework,WITHOUT_CLASSIFICATION,//  Now msg better be as expected even with different args 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15176 
SpringFramework,WITHOUT_CLASSIFICATION,//  no conversion required 
SpringFramework,WITHOUT_CLASSIFICATION,//  or suppress the interface on the proxy factory 
SpringFramework,WITHOUT_CLASSIFICATION,//  Sort lazily here not in registerSynchronization. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Don't try autowiring by type for type Object: never makes sense   even if it technically is a unsatisfied non-simple property. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Can't assert it's equal to 4 as the pointcut may be optimized and only invoked once 
SpringFramework,WITHOUT_CLASSIFICATION,//  For now I am making #this not assignable 
SpringFramework,WITHOUT_CLASSIFICATION,//  Fall back on default but only if the qualifier is present 
SpringFramework,WITHOUT_CLASSIFICATION,//  Create field error with code "required". 
SpringFramework,WITHOUT_CLASSIFICATION,//  Hibernate 5.1/5.2: manually enforce connection release mode AFTER_STATEMENT (the JTA default) 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12287 
SpringFramework,WITHOUT_CLASSIFICATION,//  private property will be accessed through getter() 
SpringFramework,WITHOUT_CLASSIFICATION,//  When we invoke A it's NopInterceptor will have count == 1 
SpringFramework,WITHOUT_CLASSIFICATION,//  1. Resolve plain resource 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13747 
SpringFramework,WITHOUT_CLASSIFICATION,//  ----------------------------------------------------------------------------------------------   Methods to parse modules fields and methods   ---------------------------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Simple key/value pairs 
SpringFramework,WITHOUT_CLASSIFICATION,//  Register ScopeMetadataResolver if class name provided. 
SpringFramework,WITHOUT_CLASSIFICATION,//  was **/myLang 
SpringFramework,WITHOUT_CLASSIFICATION,//  Name of catalog for call 
SpringFramework,WITHOUT_CLASSIFICATION,//  Recursively process any member (nested) classes first 
SpringFramework,WITHOUT_CLASSIFICATION,//  Set the system property to something other than VALUE as a sanity   check. 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Handling of current savepoint state  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  no more ${expressions} found in string add rest as static text 
SpringFramework,WITHOUT_CLASSIFICATION,//  the default: queue 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12286 
SpringFramework,WITHOUT_CLASSIFICATION,//  Add handlerBlock as a successor of all the basic blocks in the exception handler range. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Returns the type_path_kind of the path element of the given index. 
SpringFramework,WITHOUT_CLASSIFICATION,//  trailing slash is optional   trailing slash is optional 
SpringFramework,WITHOUT_CLASSIFICATION,//  No bean definition found in this factory -> delegate to parent. 
SpringFramework,WITHOUT_CLASSIFICATION,//  List of SqlParameter objects to be used in call execution 
SpringFramework,WITHOUT_CLASSIFICATION,//  not encoding or the value contains no scheme - fallback to default 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13615 
SpringFramework,WITHOUT_CLASSIFICATION,//  implementing FactoryBean 
SpringFramework,WITHOUT_CLASSIFICATION,//  Ignore attribute change... 
SpringFramework,WITHOUT_CLASSIFICATION,//  we really want to return the proxy. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Initialize RouteMatcher before parent initializes handler mappings 
SpringFramework,WITHOUT_CLASSIFICATION,//  URL paths found: Let's consider it a handler. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Spring's CustomBooleanEditor accepts more flag values than the JDK's default editor. 
SpringFramework,WITHOUT_CLASSIFICATION,//  No other properties specified: check bean name. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If there was (or perhaps still is) a transaction... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Adding a 2nd cookie header should result in 2 cookies. 
SpringFramework,WITHOUT_CLASSIFICATION,//  An unresolvable bean type probably from a lazy bean - let's ignore it. 
SpringFramework,WITHOUT_CLASSIFICATION,//  modified the original metadata e.g. replacing placeholders in values... 
SpringFramework,WITHOUT_CLASSIFICATION,//  no ConcurrentModificationException 
SpringFramework,WITHOUT_CLASSIFICATION,//  Only paths on the default file system can be converted to a File:   Do exception translation for cases where conversion is not possible. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Finally re-register all internal BeanPostProcessors. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Explicitly check implemented interfaces for setter/getter methods as well 
SpringFramework,WITHOUT_CLASSIFICATION,//  Reset transaction isolation to previous value if changed for the transaction. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Reset 'active' flag. 
SpringFramework,WITHOUT_CLASSIFICATION,//  6 header bytes and 2 bytes for number_of_entries. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Disallowing access to System#getenv means that our 
SpringFramework,WITHOUT_CLASSIFICATION,//  not compatible number types 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Template methods  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  No singleton instance found -> check bean definition. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If already confirmed it cannot be a match then return 
SpringFramework,WITHOUT_CLASSIFICATION,//  set the target 
SpringFramework,WITHOUT_CLASSIFICATION,//  Build Advisors for all AspectJ aspects in the bean factory. 
SpringFramework,WITHOUT_CLASSIFICATION,//  #1 and #3 have equivalent hash codes even though equals() returns false. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Instantiate all remaining (non-lazy-init) singletons. 
SpringFramework,WITHOUT_CLASSIFICATION,//  JTA 1.1 TransactionSynchronizationRegistry available - use it. 
SpringFramework,WITHOUT_CLASSIFICATION,//  -----------------------------------------------------------------------------------------------   Methods to manage line numbers   ----------------------------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Allow metaclass and other customization. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16376 
SpringFramework,WITHOUT_CLASSIFICATION,//  Execute scripts directly against the DataSource 
SpringFramework,WITHOUT_CLASSIFICATION,//  If an editor was found edit the value. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Not managed (destroy has no impact).. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use (byte[] bytes) for Eclipse 
SpringFramework,WITHOUT_CLASSIFICATION,//  Gets additional call(s) from TransactionControl 
SpringFramework,WITHOUT_CLASSIFICATION,//  (which causes the '::' prefix in test output) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Physically remove and close leaf nodes first (i.e. on the way back up the 
SpringFramework,WITHOUT_CLASSIFICATION,//  Test classic error code translation. We should move there next if the exception we pass in is not one 
SpringFramework,WITHOUT_CLASSIFICATION,//  Retrieval of bean instances 
